id,text
2411,若持卡人参与我行不定期开展的支付宝、微信等网络消费奖励积分活动，可获得额外的综合积分，综合积分不可兑换家庭卡年费具体奖励积分活动以公示的奖励积分活动规则为准具体不计积分商户公告详见：http://jf.ccb.com/exchangecenter/help/index.jhtml?pid=p22
2412,阿拉旅行卡是中国银行宁波市分行与宁波市旅游局携手推出的宁波市首张城市旅游主题信用卡该卡具备借贷合一、分期付款等金融支付功能，同时可在本市象山松兰山旅游度假区、宁海森林温泉度假村、奉化滕头生态旅游景区、九龙湖旅游度假区等超100家景点、酒店类商户专享折扣优惠
2413,"预约方式：通过微信关注“龙卡信用卡”回复“代驾”，点击“链接地址”，选择家庭卡银联版，即可跳转至服务商专属预约页面在线自助预约新办卡客户核卡20个工作日后可预约服务预约时请使用在我行预留的手机号码,服务细则：,1.新办卡客户核卡20个工作日后可预约服务，预约时请使用建行预留的手机号码"
2414,中银宁波诺丁汉认同卡是宁波诺丁汉大学和中国银行联合推出的一张校园联名卡，卡面是诺丁汉大学的标志性建筑---钟楼，右上角是诺丁汉的LOGO，该卡仅面向诺丁汉大学师生（包括已毕业学生）发行诺丁汉认同卡是磁条和芯片双介质卡，功能强大，不仅具有小额支付、借贷合一、分期付款等基本金融功能，有众多可享受的增值服务，更有为诺丁汉师生量身定制的特色权益
2415,"活动年度内每位持卡人至多享受6次服务（新卡消费达标加送的2次服务除外）,3.免费代驾服务仅限“龙卡信用卡”微信公众号专属下单渠道，其他下单渠道（滴滴出行APP、微信-钱包-滴滴出行等）均无法享受免费权益"
2416,长城企业公务卡，以单位系统架构为核心，协助客户简化财务管理流程，增强支出控管能力及分析水平，降低公务活动成本完善的报表服务为公司预算、决策提供依据，便捷的数据传输能够协助公司进行财务整合长城企业公务卡还可以在卡面上凸印公司英文名称，提升员工归属感
2417,"6.代驾服务车辆仅限七座（含七座）以下车型，为了持卡人安全，不支持持卡人离车的送车服务，不支持跨城服务,7.代驾司机接单后会主动联系持卡人，如接单后10分钟司机仍无法联系上持卡人，司机将可以无责取消订单"
2418,·商旅支出、自由演绎长城公务卡是一款真正意义的信用卡产品，先使用、后还款，提供最长56天免息期，可减少公司及单位的资金占用，员工也可以免除公务支出向财务部门事先申请大量现金的麻烦·账户结构、随需定义长城公务卡独有层次分明的账户管理结构，最多可以支持公司进行四层账户管理，即以总公司、分公司、部门和员工为单位，进行不同层级的交易控管、账务核对等管理，使公务支出管理更加精确、明晰
2419,8.代驾司机到达起点后，可免费等待持卡人30分钟，超出免费里程数和等候时长费用，按照服务商杭州快智科技有限公司（滴滴代驾）官网公布收费规则为准代驾过程中产生的燃油费、路桥费、停车费等其他费用，由持卡人承担
2420,"如您需了解保险增值服务详情，请致电中银保险客户服务中心40069-95566咨询·优惠租车长城公务卡业务合作伙伴“赫兹国际租车”在全球145个国家拥有10,800家门店和众多最新车型75万辆此外，赫兹还提供全面的保险计划，中文GPS导航和中文紧急救援，为您的自驾之旅保驾护航"
2421,10.预订或实际服务过程中，若持卡人要求超出指定范围之外的服务或有违反本服务规则的需要（例如，服务人员到指定地点发现非持卡人本人享用服务等），服务商有权直接拒绝并协商调整服务要求；如持卡人拒不接受的，服务商有权不提供服务，代驾司机已实际到场或实际发生服务的，服务商有权立即终止服务，并视同持卡人已使用了该次服务
2422,·交易提醒与确认服务中国银行特别提供的交易实时短信提醒及大额交易电话确认服务，可保证您的员工与长城公务卡始终心有灵犀·挂失零风险服务若您的员工持有的长城公务卡遭遇丢失或被盗，只需致电24小时客户服务热线40066-95566，办妥挂失手续即无需承担之后的冒用风险，令商务活动高枕无忧
2423,"12.持卡人参与此权益活动即视为理解并同意本服务细则,13.中国建设银行仅提供信用卡支付服务，任何有关代驾服务之使用、咨询、投诉及责任，均由服务商杭州快智科技有限公司（滴滴代驾）负责，联系电话4000111666"
2424,如果您已经通过审批并填写为申请表，请单位财务人员将收集到的单位申请资料和员工申请资料集中交于当地中国银行柜台，或联系我行客户经理上门收取申请资料
2425,"15.本细则未尽事宜仍受《中国建设银行龙卡信用卡章程》、《中国建设银行龙卡信用卡领用协议》及其他相关文件约束,二、境内机场/高铁接送服务,2022年1月1日至12月31日，家庭卡银联版主卡持卡人尊享2次境内机场/高铁舒适型礼宾车单程接/送服务"
2426,附属卡交易积分将全部累积至主卡账户，由主卡享受相关优惠长城环球通携程信用卡的专属服务是指在携程网首次预订赠礼以及预订返礼服务，该专属服务均可通过以下三种方式体验：方式一：携程官方网站通过携程官方网站预订，在预订页面输入“BOC”（不分大小写）并成交
2427,"预约方式：通过微信关注“龙卡信用卡”回复“接送”，点击“链接地址”，选择家庭卡银联版，即可跳转至服务商专属预约页面在线自助预约新办卡客户核卡20个工作日后可预约服务预约时请使用在我行预留的手机号码服务细则:,1.活动年度为2022年1月1日至12月31日，权益预约日期截至2022年12月31日，剩余未预约权益在2022年12月31日后统一清零"
2428,"中银全民健身卡是中国银行为爱好运动健身的客户精心打造的一款信用卡产品产品卡面设计亮丽动感，带有""全民健身日""标志，多达五种的个性化卡片可供选择除中国银行信用卡基础功能和服务外，中银全民健身卡持卡人更可享众多运动健身特色服务"
2429,"活动年度内每位持卡人至多享受2次服务,2.本权益服务车型为5人座舒适型，如持卡人需7人座商务型，可选择自付费91元进行升级,3.新办卡客户核卡时间超过20个工作日后方可预约原持卡人预留手机号码若发生变更，20个工作日后方可预约服务"
2430,中国银行携手浙江银泰百货隆重推出符合国际标准的百货类联名卡——中银银泰百货联名卡中银银泰百货联名卡不仅是一张标准的中银信用卡，具备中国银行为您提供的众多基本功能与服务，还特为您提供丰富多彩的增值服务，包括银泰百货VIP会员服务、超值积分、专享购物优惠等
2431,4.该权益仅限主卡持卡人提出申请及使用，使用时需出示家庭卡银联版主卡，不可转让他人，也不可兑换现金或其他优惠或权益一旦发现持卡人权益转让，将暂停此卡该权益的使用，并有权进行追究若持卡人卡片存在逾期还款、已冻结、已销卡等情况，不享受本权益
2432,8.5折（含8.5折）以上商品持中银银泰百货联名卡购物均可再享受9.5折的折上折优惠（特殊商品除外）您还可以免费获取商场各季度的最新资讯及系列优惠赠券，并享有部分大型特卖会的优先享受权2.双重积分双重礼遇您持中银银泰联名卡刷卡消费可享受双重积分奖励，除享受中银银泰百货联名卡积分奖励外还享有银泰VIP卡积分奖励
2433,"14.本服务仅限中国境内机场/高铁站，且仅适用于同一城市机场/高铁站至市区点对点礼宾车接送服务（服务网络及适用范围详见预订页面）,15.预订或实际服务过程中，若持卡人要求超出指定范围之外的服务或有违反本服务规则的需要（例如，要求超出服务里程、跨城市提供服务；要求中途停车接人；服务人员到指定地点发现非持卡人本人享用服务等），服务商有权直接拒绝并协商调整服务要求；如持卡人拒不接受的，服务商有权不提供服务，已实际派车到场或实际发生服务的，服务商有权立即终止服务，并视同持卡人已使用了该次服务"
2434,中银JCB信用卡为全国首张人民币/日元双币种贷记卡产品，符合国际标准，除了具有循环信用、预借现金、挂失零风险等贷记卡基本金融功能外，还可为您提供丰富多彩的增值服务和积分换礼计划特别是对于有赴日需求的客户而言，产品所独有的人民币/日元结算功能可以使您在日元消费地区，以日元进行结算并通过人民币和日元的直接兑换进行账户还款，可节约汇兑费用
2435,"北京大兴机场服务范围限90公里以内，其余机场/高铁服务范围限60公里以内,17.持卡人进行虚假交易或者违法交易或退货交易、所持信用卡过期、被停用、管制、持卡人自行注销信用卡、对所欠信用卡和中国建设银行债务不偿还、违反《中国建设银行龙卡信用卡章程》、《中国建设银行龙卡信用卡领用协议》或本权益及其他相关规定的，建设银行有权取消该持卡人参加本活动的资格"
2436,2.电话购汇还款服务当您需要用人民币偿还外币欠款时，只需拨打中银JCB信用卡24小时客户服务热线，即可轻松办理人民币购汇还款3.JCB全球贵宾服务您可自由享受JCB全球贵宾服务网络为您提供的全方位关照，机场贵宾休息厅、宾馆预定、医疗服务等，尽显您尊贵身份
2437,"19.建设银行不负责一切有关服务之事宜任何有关服务之责任，由服务商负责,20.在法律法规许可的范围内，建设银行有权变更、调整、终止本服务细则，并经相关途径（如建行网站、手机银行、微信公众号等）公告后生效"
2438,（4）关于金色世纪机场及高铁贵宾厅、JCB日本机场贵宾厅的详情，请登录JCB信用卡组织中国官方网站查询5.JCB贵宾服务中心无论您身处世界任何地方，遇到紧急情况时都可致电JCB贵宾服务中心，立即享受由JCB国际信用卡公司为您提供的贴心服务，包括：全球信用卡挂失服务、宾馆酒店的预定、取现指南、当地旅游及商户优惠信息的咨询等，令您旅游出行倍感安心
2439,"22.如需咨询和投诉可拨打盛大客服热线4008801768-3,三、就医绿色通道,2021年4月1日至2022年3月31日，家庭卡银联版持卡人尊享6次全国一线城市三甲医院专家门诊预约+全程导诊服务持卡人本人及2名亲属（共3人）共同享用"
2440,同时还具有本地存取款免收手续费的准贷记卡产品基本功能此外，还支持商户会员卡，优惠券、自动折扣、积分消费等多种增值应用，并可在小额支付领域进行快速支付主要增值服务有：1、尊享定制的金融服务：我行将为上海购物卡持卡人提供金卡级别以上的定制金融服务，包括较高授信额度、循环信用、免息还款期等
2441,"不单独提供不含导诊的专家门诊预约服务,服务细则：,1.活动年度为2021年4月1日至2022年3月31日，预约截止时间2022年3月31日，剩余未预约次数在2022年3月31日后统一清零活动年度内每位持卡人至多享受6次服务"
2442,§所有消费权益均使用芯片卡交易才可享有§银联标准IC卡是采用国际先进的智能卡技术，符合人民银行标准、银联卡标准和规范的银行卡§银联标准IC卡按照受理方式可分为接触式、非接触式两种§受理接触式银联标准IC卡时，沿正确方向将芯片卡完全插入读卡器，并保留至交易结束，受理过程中切勿拔卡
2443,"3.本服务由主卡持卡人及2名亲属或附属卡持卡人及2名亲属共同享用2名亲属由持卡人（这里的持卡人指主卡持卡人或附属卡持卡人）指定并确认，且不得变更三甲医院名单动态调整，以服务商提供信息为准,4.预约服务需至少提前5个工作日致电建行客服电话95533转信用卡人工客服"
2444,1.独有人民币/日元双币结算您持晨曦中银联名卡，可在境内和境外银联、JCB商户畅通使用；在境外，您可以在全球贴有银联、JCB标识的ATM上支取当地法定货币办理预借现金交易境内交易以人民币记账，境外交易以日元记账
2445,10.本服务仅包含专家门诊预约和全程导诊服务，服务本身无需付费，但在此服务过程中产生的相关医疗费用，包括但不限于挂号费、检查费、治疗费、医药费等，均需由持卡人自行承担中国建设银行与服务商均不对医疗结果承担任何责任
2446,贵宾会员在购买6折（不含）以上的打折商品时，可享受折上折优惠4.分期付款精明消费新体验中国银行和晨曦百货联手为您奉献购物免息分期付款服务，持晨曦中银联名卡至晨曦百货任意门店，均可享受免利息，免手续费，无消费起点金额限制，无商品类别限制的分期付款消费，助您引领消费新时尚，精打细算新生活
2447,"四、境外消费笔笔返现1%,2022年12月31日前，持卡人使用家庭卡银联版在境外（包含中国香港、中国澳门和中国台湾地区）可受理银联卡的线下实体商户及线上商户（部分受监管的限制类商户除外），通过刷卡、银联线上支付方式（包含银联在线支付、调用云闪付App和手机闪付进行的交易）、闪付（包括卡闪付和手机闪付）和云闪付APP单笔实付金额满1元人民币，每笔消费可享实付金额等额人民币1%返现"
2448,"生肖卡国潮版 专属首刷礼一、活动名称：“生肖卡”新客户定制开卡礼活动二、活动时间：2022年1月1日至2022年3月31日三、活动对象：首次办理农行信用卡且为生肖卡（含国潮版）（含2021年12月31日前整户注销名下所有农行信用卡的持卡人）并成功核发的主卡持卡人。四、活动内容：活动期间,首次办理农行信用卡且为生肖卡（含国潮版）的持卡人，核卡后次两个自然月内，使用该卡银联渠道交易满6笔，每笔消费满18元，即可领取定制开卡礼一份，礼品可从以下选项中自行挑选：上下银坠红绳（限量300份，款式随机发放）拉杆箱东来也好运潮玩手办（款式随机发放），活动期间所有礼品合计限量2000份，先到先得，领完即止。五、活动细则：点击a href=""http:www.abchina.comcnCreditCardSpecial0ffersAllsxkxkdzkkl20211231.htm?merId=1641279557963491398&amp;typeName=生活娱乐"">链接a>了解活动细则。"
2449,"活动细则：,1.活动有效期至2022年12月31日,2.本活动对象为家庭卡银联版（62开头）的持卡人,3.本活动所有时间为北京时间，每日23点作为活动日更新时间节点，每日23点至次日23点作为同一活动日,交易时间以该笔消费进入中国银联后台系统的时间为准"
2450,*高铁贵宾权益即日至2022年12月31日，生肖卡持卡人，可在上海、广州、深圳、杭州等全国40余家高铁站以优惠价享受高铁贵宾权益，即2次1元单人服务（仅限持卡人本人）、1次6.2元三人服务（含持卡人和最多两位随行宾客）权益服务内容包括：高铁休息室服务、礼宾员陪同引导至检票口快速检票（各高铁站服务存在一定差异，请以权益专区内容为准）本权益可在“云闪付APP-&gt;权益精选”、“银联卡官方服务号”微信公众号中的“权益精选-&gt;银联卡礼遇”、“中国银联95516”微信公众号中的“活动 权益-&gt;银联卡礼遇”等渠道中预订权益或查询权益订单
2451,4.持卡人使用云闪付支付，需下载、实名注册云闪付App；使用PayPal支付，需在PayPal官网注册账号；使用银联手机闪付（包括HuaweiPay、MiPay、OPPOPay、vivoPay、ApplePay、SamsungPay、MeizuPay、一加Pay、RealmePay）需下载安装手机钱包，并绑定家庭卡银联版完成支付；银联线上支付方式包含银联在线支付、调用云闪付App和手机闪付进行的交易
2452,积分抵现1、积分在美团外卖抵现金在美团APP、美团外卖或大众点评APP中，支付订单时选择“美团支付”方式并通过生肖卡等农行信用卡进行支付，即可享受1000积分抵1元，抵现部分金额上限为该笔订单金额的30%，20元封顶。2、积分在携程APP抵现金在携程旅行APP——我的钱包——银行卡按提示添加“农行信用卡”，支付订单时，选择生肖卡等农业银行信用卡支付，即可看到信用卡积分抵现功能，1000积分抵1元，抵现部分的金额上限为该笔订单金额的30%，150元封顶。
2453,6.仅限经银联转接的消费交易才能参与活动，通过银联网银支付和第三方平台支付的交易不参与活动预借现金，溢缴款取现、退税、预授权交易（不包括预授权完成交易）、银行费用交易（包括信用卡年费、信用卡利息、预借现金手续费、逾期违约金等）、消费券、提货券、储值卡等储值类商品及烟、酒、投资金条（含金粒）类商品等不适用本活动，不予返现，线上指定商户iTunes、Apple.com及Amazon不在此限
2454,"至尊鼎然私人银行信用卡（昀钻版） 增值服务权益p align=""justify"">1.a href=""..zzdrshxykyzb202112W020211229603372289541.doc"" oldsrc=""W020211229603372289541.doc"">高端新户礼a>即日起至2022年6月30日，成功办卡的新客户，在建账后2个自然月内，使用银联卡消费达三笔，每笔满168元，即有机会领取高端新户礼p align=""justify"">2.a href=""..zzdrshxykyzb202112W020211229603372591265.pdf"" oldsrc=""W020211229603372591265.pdf"">机场贵宾厅a>"
2455,"例如计算后返现金额应为1.056元人民币，实际返现金额将会是1.05元人民币,8.持卡人满足活动条件后，将在交易入账后的6个自然日收到返现金额，返现将返还至达标消费对应的信用卡账户，可以用于还款、后续消费、取现（取现手续费按建行资费标准收取）等"
2456,"（Visa卡专享）p align=""justify"">5.a href=""..zzdrshxykyzb202112W020211229603373846590.doc"" oldsrc=""W020211229603373846590.doc"">健康权益a>卡片激活首刷后，可领取健康权益包，包含基因检测一次及视频医生年卡会员（Visa卡专享）"
2457,"10.如持卡人对返现金额有异议，可在获得返现后1个月内或刷卡消费之日起2个月内通过中国银联客服热线：95516提出查询,11.持卡人需使用本人的电子设备、实名制手机号、APP账号、银行卡、二维码等参加活动，且持卡人自消费之日起至获得返现之日需保持参与活动的账户状态正常，并保留消费小票等凭证"
2458,"Visa冬奥会主题信用卡 珍藏卡面Custom_UnionStyle"">Visa冬奥会主题信用卡，精选北京2022年冬奥会吉祥物冰墩墩和中国传统剪纸艺术元素，展现冬奥独特魅力和中国运动精神。纪念版版面，限时免费办理。发行截止时间为2022年12月31日。p align=""left""> p align=""center"" style=""text-align: left;"">img alt="""" oldsrc=""W020211028504824698556.jpg"" src=""..xykdahjxw202110W020211028504824698556.jpg"" style=""border-left-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-top-width: 0px"">   div>"
2459,"中国建设银行及中国银联保留消费小票等凭证核实、限制或取消用户参与本次活动的资格，以及有权不予返现或追回不符合条件但已发放的返现金额的权利,12.为使更多的用户享受到本活动，对于违反诚实信用原则，使用或涉嫌使用违反活动规则或其他不正当方式套取银联优惠的用户及其所使用的工具，包括但不限于手机号、银行卡号、APP账号等，中国银联和中国建设银行有权不予优惠、追回已发放的优惠,并拒绝其今后参加银联的任何优惠活动"
2460,"运动权益即日起至2021年12月31日，持卡人可以优惠价格购买全国多个城市室内滑冰、高端酒店泳健、大众健身、KEEP月卡等运动权益（Visa卡组织权益）一、室内滑冰ul>li>尊贵礼遇：活动期间，Visa中国持卡人可通过活动专属页面以58元次的优惠价格预订全国多个城市室内滑冰服务li>li>预订及使用方法：Visa中国持卡人登录a href=""http:visa-sports.bestdo.com"">http:visa-sports.bestdo.coma>，进入礼遇详情页面进行卡号验证，验证通过后可预订连锁健身服务"
2461,"14.中国银联及中国建设银行保留调整限制类商户清单的权利，限制类商户主要为监管定义的限制类商户及在返现卡发行推广中滚动更新的风险商户,15.未尽事宜以中国银联公布活动要求为准,16.中国建设银行及中国银联有权在中国法律允许的范围内解释、修改、变更本活动条款及细则（包括但不限于延迟或提前终止本活动等），并于中国建设银行（如建行网站、手机银行、微信公众号等）或中国银联网站或其他相关渠道公告后生效，敬请持卡人留意"
2462,"li>li>预订及使用方法：li>ul>步骤一：Visa中国持卡人通过“Visa官方服务号”微信公众号，点击“精选礼遇”-“V享臻选”- “健康”进入礼遇详情进行卡号验证，点击领取后，复制兑换码步骤二：兑换需先下载 Keep app,进入“我的”页面-左上按钮-“我的钱包”-“优惠券”粘贴兑换码，即可兑换优惠券并使用*上述礼遇由Visa及相关商户提供，服务详情可通过“Visa官方服务号”微信公众号“精选礼遇-V享臻选”查询，具体活动规则以Visa最新公告为准相关服务与优惠限持卡人本人享受，使用Visa平台境内权益时，Visa仅对卡片进行验证，无需使用卡片支付"
2463,"活动年度内每位新办卡持卡人限获赠1次活动细则：,1.首次成功办理家庭卡银联版的主卡持卡人均可参加本次活动；该活动限申请主卡的持卡人参与，仅申请家庭卡附属卡的持卡人不参加本次活动；该活动不与其他年费优惠活动同享（积分换年费活动及附属卡年费优惠活动除外）"
2464,可选账单日服务持卡人可根据自身需要，致电农行信用卡中心客服4006695599，修改账单日，具体规则如下：l、持卡人可自选账单日，180天内只允许更改1次。2、持卡人需在卡片已激活、账户状态正常和无欠款情况下才可修改账单日。
2465,"交易包含线上线下消费，时间以第三笔消费的交易时间为准取现交易、退货交易不计入活动,3.奖励积分于满足消费交易条件后的60天内充至家庭卡专项积分账户获赠积分不适用于航空联名卡、汽车卡等其他专项积分转换，具体积分使用规则见建行网站"
2466,白金权益*机场1元停车即日起至2021年12月31日，在指定机场停车场，使用星座卡国潮版刷卡消费1元即可尊享2小时停车或者48小时停车服务*机场贵宾权益即日起至2021年12月31日，星座卡国潮版持卡人可在北京、上海、深圳、昆明、西安、杭州等全国50余家机场以优惠价享受境内机场贵宾权益服务，即2次1元单人服务（仅限持卡人本人）、1次6.2元三人服务（含持卡人和最多两位随行宾客）机场贵宾权益的内容包括：协办值机、机场快速安检通道、机场休息室服务（各机场服务存在一定差异，请以权益专区内容为准）本权益可在“中国银联95516”微信公众号中的“惠-&gt;高端卡礼遇”或者“云闪付APP-&gt;权益精选”中直接预订或查询
2467,"5.在法律许可范围内，中国建设银行有权修订本活动条款及细则（包括但不限于参加资格、交易时间及奖励方式等）、暂停或取消本活动、并经相关途径（如建行网站、手机银行、微信公众号等）公告后生效,六、新卡消费满额加送两次代驾服务,2022年1月1日至12月31日，首次成功办理家庭卡银联版的主卡持卡人非微信、支付宝消费满1万元，即可额外获赠2次同城单程50公里内免费代驾服务，限量1万份，先到先得"
2468,），齿科治疗免初诊建档费及X光片1张、基础类治疗8.5折优惠、重大类治疗9折优惠预约就诊流程持卡人需先拨打瑞尔热线4008801900进行预约；持卡人到瑞尔齿科门店就诊结束后需出示漂亮升级妈妈银联白金卡作为优惠凭证并以该卡结算服务范围以上优惠内容持卡人在北京、上海、深圳、广州、天津、厦门、杭州等七地的瑞尔齿科均可享受，详细诊所门店信息可登陆瑞尔齿科官方网站查询*星级酒店餐饮礼遇即日起至2021年12月31日，星座卡国潮版持卡人可在国内北上广深等40余个城市超过100家星级酒店，携伴同行享受“自助餐和下午茶，两人同行五折优惠”礼遇，每张卡可享12次权益
2469,"3.本活动限首次申请家庭卡银联版的主卡持卡人获赠，不包含附属卡，主附卡交易合并计算,4.获奖名额根据达到消费满额的时间排序，先到先得，限量1万份达到消费满额的时间以非微信、非支付宝消费金额满1万元的最后一笔消费交易时间为准"
2470,航天梦想信用卡 银联白金卡权益1. 机场停车礼遇在指定机场停车场，使用银联白金信用卡及钻石信用卡刷卡消费1元即可尊享2小时停车或者48小时停车服务服务包括：10次2小时1元停车服务；3次48小时1元停车服务（部分机场服务有一定差异，以银联官方公布为准，机场列表及服务详情可在银联官方微信小程序“中国银联95516”中查看）2. 机场贵宾权益【服务一：发卡即享】2022年1月1日至2022年12月31日，卡号以62开头的银联白金信用卡、钻石信用卡持卡人，可在北京、上海、广州、深圳、西安、杭州等全国50余家机场及40余家境内机场国际出发以及香港、澳门、伦敦、温哥华、迪拜等400余家境外机场以优惠价享受境内机场贵宾权益服务，其中白金信用卡持卡人可享受2次1元单人服务和1次6.2元三人服务，钻石信用卡可享受4次1元单人服务和2次6.2元三人服务
2471,"5.持卡人若活动期间有逾期还款、卡片已冻结，或有其他违反中国建设银行龙卡信用卡章程、领用协议或相关业务约定条款情形，建行有权随时取消其参加活动的资格,6.在法律许可范围内，中国建设银行有权修订本活动条款及细则（包括但不限于参加资格、消费时间及奖励方式等）、暂停或取消本活动、并经相关途径（如建行网站、手机银行、微信公众号等）公告后生效"
2472,单人服务仅限持卡人本人、三人服务仅限持卡人和最多两位随行宾客购买后的权益券码有效期至购买当日23:59:59，到期未使用将在规定时限内自动退款，权益次数不退还本权益每日限量200单，每日7点开售，先到先得*提示：本权益可在“中国银联95516”微信公众号中的“惠-&gt;高端卡礼遇”或者“云闪付APP-&gt;权益精选”中直接预订或查询3 .高铁贵宾权益【服务一：发卡即享】1.2022年1月1日至2022年12月31日，每张银联白金信用卡，可享受2次1元单人服务权益、1次6.2元三人服务权益每张银联钻石信用卡，可享受4次1元单人服务权益、2次6.2元三人服务权益
2473,龙卡JOY信用卡（以下简称“龙卡JOY卡”）是中国建设银行主要面向35岁以下年轻客户发行的信用卡产品，可满足年轻客户多样化的用卡需求龙卡JOY卡的VISA版、万事达版及JCB版仅限境外使用温馨提示：1、如您选择卡号随心选/卡面随心换服务且收到我行面签短信，请您先至网点面签，面签通过后我行会寄送信用卡
2474,*提示：本权益可在“中国银联95516”微信公众号中的“惠-&gt;高端卡礼遇”或者“云闪付APP-&gt;权益精选”中直接预订或查询4. 星级酒店餐饮礼遇即日起至2022年12月31日，农行银联白金信用卡持卡人可在国内北上广深等40余个城市超过150家白金卡专享星级酒店，携伴同行享受“自助餐和下午茶，两人同行五折优惠”礼遇，酒店覆盖丽思卡尔顿、香格里拉、JW万豪、希尔顿、洲际、喜来登等国际知名高端酒店每张农行银联白金信用卡可享12次权益5. 星级酒店住宿礼遇即日起至2022年12月31日，农行银联白金信用卡持卡人可在万豪酒店集团、悦榕庄酒店及度假村、六善酒店集团、太古酒店集团、半岛酒店集团、吉合睦酒店集团、泛太平洋酒店集团、璞富腾酒店及度假、四季酒店及度假村、盛橡酒店及度假村享受入住礼遇
2475,3、此卡不支持在校大学生申请最低还款额比例低至5%:龙卡JOY卡推出低至5%的最低还款额比例，最低还款额不少于200元人民币或50美金（若累计未还交易本金小于200元人民币或50美金，则最低还款额等于累计未还交易本金）
2476,为您节省更多费用1. 航天梦想信用卡年费标准为主卡580元年，附属卡300元年，开卡首年免年费，当年消费满8次可免次年年费。同时，免收挂失手续费、账单补印费、工本费、密码重置手续费、交易争议调单费、紧急处理服务费。
2477,刷卡满200元享118元返现:2021年5月1日-2022年4月30日，通过建行手机银行、“中国建设银行”或“龙卡信用卡”微信公众号、建行网站、建行移动门户成功申办我行信用卡的新客户，核卡后30天内消费三笔且合计满200元人民币（或等值外币），其中申办银联单币种信用卡的客户至少含三笔非微信或支付宝的交易，即可获赠118元返现奖励（每月限前3万名）
2478,精彩活动新客抢兑航天拼装模型第二期2022年1月1日-2022年3月31日日， 活动期内成功核发中国农业银行航天梦想信用卡的新客户，在核卡后次两个自然月内，使用该卡通过银联渠道支付交易满6笔，且每笔消费满18元，即可获得航天拼装模型二选一抢兑资格礼品兑换券于每周三上午10点开抢，活动期间总计2860张，每周三放券数量55张，每位符合条件的持卡人活动期内限抢1张，数量有限，先抢先得，抢完即止航天拼装模型选取经典人造卫星火箭发射中心基地飞船、探月飞行器，部件精致，还原航天器细节，满足航天爱好者拼装乐趣和收藏爱好
2479,"二、多重出行保障：,1.航空意外险持卡人使用龙卡JOY信用卡全额支付本人国内外机票款（含折扣机票款）或旅行团费（需含飞机票款），符合理赔条件的，即可获赠标准白金卡最高500万元航空意外险,2.境外失卡保障"
